LSB,"(7,4)Hamming Code",PRDHHC,Paper
39.61514426920505,35.51423552651912,52.1849333828458,52.672009335327274
40.11285869621463,34.72511926109324,52.75806523235217,52.977802649464024
39.744626447849164,34.39852916315151,53.62237197239874,53.03820175277377
35.92335887920982,34.564498840153256,52.214311297221144,52.67718405529038
40.77904000360351,34.537510431392754,52.20833126159165,52.64818674908939
41.998609959461675,35.31026129473493,52.25752281869457,52.804279298431325
38.72300640304323,36.3702083952123,52.28199144286391,52.794389080852724
39.44982811507486,34.364200579082066,52.15007123799043,52.695220489792895
40.158577145970185,35.03146680877705,52.10834317813074,52.59875016524251
39.58733646538175,34.062907722367235,52.107910613905375,52.63962295191654
41.28986453221113,34.59760280278783,52.130678681929446,52.62522495348929
34.01366998570795,34.37198867141001,52.146578545311385,52.64011185710889
40.626425065206426,34.37347873426973,52.14985286238666,52.63766788134432
35.747540725489856,34.41848628961334,52.14287063448556,52.64133436093654
34.80742154393242,34.133837427770125,52.380577370244254,52.7345166736767
35.26033468307634,34.498558370814294,52.162317830015425,52.63107600835751
34.73171868622077,34.156135421749255,52.219190014340555,52.628880938905155
36.08170748224354,33.97696739978721,52.19926618320401,52.66487341487131
32.656558876631564,34.164239421730926,52.24679121213669,52.721295371905896
41.08867515774052,34.78499441711342,52.145051375088265,52.59004153348883
40.778530395398505,34.08050203774544,52.20147543384634,52.76007527338038
33.42602788223067,34.14938554632484,53.01468731988577,52.975161116130934
38.6187399055562,34.253254575646224,54.313656809349936,53.32276017269415
37.48999792629278,35.39785596063621,52.14003730777741,52.61257464594583
38.21470083750918,37.02562046898948,55.0082351004502,53.41616043523559
33.61912111483066,34.22160946399497,52.21076657850656,52.6979448144244
40.279713662178295,39.14958767816782,52.28469367969424,52.69819256506306
37.8529649244837,34.53323275762408,52.13415860584884,52.58521093978794
35.71118400421724,34.50392834076447,52.18977919082527,52.62303283861863
33.79151602297994,34.286599661411145,52.79312273157447,53.127805999278685
36.552576051477516,34.24264874273463,52.13742356890378,52.62839329632446
36.26236526699503,34.469892285045944,52.133941028893354,52.614761487034436
36.92587221120186,34.27784012089536,52.17723526892287,52.65578595456115
38.157492214335576,34.5101772671119,52.091074126820665,52.66856294429127
41.21139747303574,34.49936850695762,53.159926285004595,53.822144084202925
38.7320031708573,37.15036238508125,52.11852086005901,52.60844694810213
37.53406572057028,34.44616918998204,52.33316808850099,52.72877418349928
37.55806975310564,34.03547592172058,52.18163252016578,52.59536139974527
37.359422653324344,34.40172979037819,52.10899210526216,52.619868402604546
35.806619664249844,34.03304949781807,52.112671191662514,52.64573822626475
32.28919212787116,34.19472285722405,52.58328020574379,52.85998177236636
37.06496873346152,34.29654735260904,52.09430684772449,52.60966056968863
34.04772645111255,34.4083732086441,52.128722449401124,52.606991049724755
37.72299494035845,34.41890603156837,52.34617126852018,52.74853022140839
39.443933384764726,34.04456345798454,53.070473458535055,52.98361968449008
35.2806055870617,34.67989792040038,52.16209883776471,52.6420680284472
33.340969948172365,34.85262626030864,52.320203725018686,52.5934261488609
38.362761138753754,34.10187677324048,52.16911207274705,52.633760378572454
36.65999420146596,34.10648303026946,52.16757695955748,52.68582231396567
33.953096868611226,34.084110602420274,52.17855397687401,52.62108522052712
35.78366992577825,34.06010994766896,52.11787050767518,52.651126799852044
36.103713377530596,34.059109968565636,52.142216625777294,52.7021584986247
